alert_id,Type,Rule_name,Status,Transaction_id
887435,Hard Stop,Rule5,Accepted,13545589
887436,Hard Stop,Rule2,Accepted,13545592
887437,Hard Stop,Rule1,Accepted,13545599
887438,Hard Stop,Rule5,Accepted,13545606
887439,Hard Stop,Rule4,Accepted,13545613
887440,Hard Stop,Rule4,Accepted,13545619
887441,Hard Stop,Rule6,Accepted,13545624
887442,Hard Stop,Rule4,Accepted,13545629
887443,Hard Stop,Rule5,Accepted,13545635
887444,Hard Stop,Rule2,Accepted,13545638
887445,Hard Stop,Rule4,Accepted,13545645
887446,Hard Stop,Rule4,Accepted,13545656
887447,Hard Stop,Rule7,Accepted,13545668
887448,Hard Stop,Rule7,Accepted,13545672
887449,Hard Stop,Rule3,Accepted,13545679
887450,Hard Stop,Rule6,Accepted,13545687
887451,Hard Stop,Rule6,Accepted,13545697
887452,Hard Stop,Rule1,Accepted,13545705
887453,Hard Stop,Rule4,Accepted,13545721
887454,Hard Stop,Rule1,Accepted,13545723
887455,Hard Stop,Rule2,Accepted,13545725
887456,Hard Stop,Rule2,Accepted,13545726
887457,Hard Stop,Rule3,Accepted,13545732
887458,Hard Stop,Rule1,Accepted,13545737
887459,Hard Stop,Rule3,Accepted,13545741
887460,Hard Stop,Rule1,Accepted,13545743
887461,Hard Stop,Rule5,Accepted,13545750
887462,Hard Stop,Rule4,Accepted,13545761
887463,Hard Stop,Rule5,Accepted,13545765
887464,Hard Stop,Rule3,Accepted,13545769
887465,Hard Stop,Rule3,Accepted,13545771
887466,Hard Stop,Rule7,Accepted,13545775
887467,Hard Stop,Rule6,Accepted,13545793
887468,Hard Stop,Rule7,Accepted,13545801
887469,Hard Stop,Rule1,Accepted,13545822
887470,Hard Stop,Rule5,Accepted,13545825
887471,Hard Stop,Rule7,Accepted,13545829
887472,Hard Stop,Rule5,Accepted,13545830
887473,Hard Stop,Rule4,Accepted,13545839
887474,Hard Stop,Rule2,Accepted,13545840
887475,Hard Stop,Rule2,Accepted,13545846
887476,Hard Stop,Rule2,Accepted,13545850
887477,Hard Stop,Rule4,Accepted,13545852
887478,Hard Stop,Rule7,Accepted,13545854
887479,Hard Stop,Rule6,Accepted,13545859
887480,Hard Stop,Rule2,Accepted,13545863
887481,Hard Stop,Rule5,Accepted,13545866
887482,Hard Stop,Rule6,Accepted,13545870
887483,Hard Stop,Rule1,Accepted,13545871
887484,Hard Stop,Rule2,Accepted,13545873
887485,Hard Stop,Rule4,Accepted,13545879
887486,Hard Stop,Rule7,Accepted,13545882
887487,Hard Stop,Rule5,Accepted,13545885
887488,Hard Stop,Rule5,Accepted,13545887
887489,Hard Stop,Rule6,Accepted,13545894
887490,Hard Stop,Rule7,Accepted,13545895
887491,Hard Stop,Rule4,Accepted,13545913
887492,Hard Stop,Rule3,Accepted,13545921
887493,Hard Stop,Rule1,Accepted,13545924
887494,Hard Stop,Rule3,Accepted,13545926
887495,Hard Stop,Rule4,Accepted,13545933
887496,Hard Stop,Rule5,Accepted,13545934
887497,Hard Stop,Rule3,Accepted,13545935
887498,Hard Stop,Rule1,Accepted,13545970
887499,Hard Stop,Rule2,Accepted,13545974
887500,Hard Stop,Rule4,Accepted,13545975
887501,Hard Stop,Rule4,Accepted,13545984
887502,Hard Stop,Rule5,Accepted,13545985
887503,Hard Stop,Rule6,Accepted,13545986
887504,Hard Stop,Rule2,Accepted,13545999
887505,Hard Stop,Rule5,Accepted,13546000
887506,Hard Stop,Rule2,Accepted,13546004
887507,Hard Stop,Rule4,Accepted,13546020
887508,Hard Stop,Rule7,Accepted,13546025
887509,Hard Stop,Rule6,Accepted,13546027
887510,Hard Stop,Rule3,Accepted,13546030
887511,Hard Stop,Rule2,Accepted,13546036
887512,Hard Stop,Rule7,Accepted,13546039
887513,Hard Stop,Rule5,Accepted,13546040
887514,Hard Stop,Rule6,Accepted,13546048
887515,Hard Stop,Rule7,Accepted,13546050
887516,Hard Stop,Rule1,Accepted,13546052
887517,Hard Stop,Rule3,Accepted,13546057
887518,Hard Stop,Rule6,Accepted,13546069
887519,Hard Stop,Rule2,Accepted,13546081
887520,Hard Stop,Rule7,Accepted,13546084
887521,Hard Stop,Rule2,Accepted,13546109
887522,Hard Stop,Rule7,Accepted,13546125
887523,Hard Stop,Rule5,Accepted,13546126
887524,Hard Stop,Rule7,Accepted,13546127
887525,Hard Stop,Rule2,Accepted,13546129
887526,Hard Stop,Rule1,Accepted,13546130
887527,Hard Stop,Rule6,Accepted,13546134
887528,Hard Stop,Rule2,Accepted,13546137
887529,Hard Stop,Rule3,Accepted,13546139
887530,Hard Stop,Rule4,Accepted,13546141
887531,Hard Stop,Rule7,Accepted,13546143
887532,Hard Stop,Rule5,Accepted,13546154
887533,Hard Stop,Rule4,Accepted,13546157
887534,Hard Stop,Rule6,Accepted,13546170
887535,Hard Stop,Rule5,Accepted,13546175
887536,Hard Stop,Rule4,Accepted,13546190
887537,Hard Stop,Rule1,Accepted,13546198
887538,Hard Stop,Rule7,Accepted,13546206
887539,Hard Stop,Rule1,Accepted,13546218
887540,Hard Stop,Rule1,Accepted,13546219
887541,Hard Stop,Rule7,Accepted,13546220
887542,Hard Stop,Rule1,Accepted,13546222
887543,Hard Stop,Rule7,Accepted,13546223
887544,Hard Stop,Rule5,Accepted,13546230
887545,Hard Stop,Rule3,Accepted,13546231
887546,Hard Stop,Rule7,Accepted,13546232
887547,Hard Stop,Rule4,Accepted,13546239
887548,Hard Stop,Rule2,Accepted,13546243
887549,Hard Stop,Rule3,Accepted,13546244
887550,Hard Stop,Rule6,Accepted,13546248
887551,Hard Stop,Rule1,Accepted,13546250
887552,Hard Stop,Rule7,Accepted,13546262
887553,Hard Stop,Rule3,Accepted,13546263
887554,Hard Stop,Rule1,Accepted,13546267
887555,Hard Stop,Rule5,Accepted,13546287
887556,Hard Stop,Rule2,Accepted,13546293
887557,Hard Stop,Rule4,Accepted,13546296
887558,Hard Stop,Rule6,Accepted,13546352
887559,Hard Stop,Rule1,Accepted,13546354
887560,Hard Stop,Rule1,Accepted,13546362
887561,Hard Stop,Rule4,Accepted,13546376
887562,Hard Stop,Rule4,Accepted,13546390
887563,Hard Stop,Rule2,Accepted,13546391
887564,Hard Stop,Rule7,Accepted,13546395
887565,Hard Stop,Rule2,Accepted,13546397
887566,Hard Stop,Rule4,Accepted,13546409
887567,Hard Stop,Rule2,Accepted,13546413
887568,Hard Stop,Rule1,Accepted,13546415
887569,Hard Stop,Rule7,Accepted,13546416
887570,Hard Stop,Rule6,Accepted,13546417
887571,Hard Stop,Rule7,Accepted,13546419
887572,Hard Stop,Rule2,Accepted,13546423
887573,Hard Stop,Rule2,Accepted,13546425
887574,Hard Stop,Rule5,Accepted,13546428
887575,Hard Stop,Rule7,Accepted,13546436
887576,Hard Stop,Rule5,Accepted,13546438
887577,Hard Stop,Rule3,Accepted,13546443
887578,Hard Stop,Rule3,Accepted,13546448
887579,Hard Stop,Rule4,Accepted,13546455
887580,Hard Stop,Rule4,Accepted,13546458
887581,Hard Stop,Rule7,Accepted,13546465
887582,Hard Stop,Rule5,Accepted,13546471
887583,Hard Stop,Rule3,Accepted,13546475
887584,Hard Stop,Rule7,Accepted,13546476
887585,Hard Stop,Rule4,Accepted,13546477
887586,Hard Stop,Rule3,Accepted,13546479
887587,Hard Stop,Rule6,Accepted,13546480
887588,Hard Stop,Rule6,Accepted,13546483
887589,Hard Stop,Rule7,Accepted,13546487
887590,Hard Stop,Rule3,Accepted,13546489
887591,Hard Stop,Rule3,Accepted,13546491
887592,Hard Stop,Rule3,Accepted,13546493
887593,Hard Stop,Rule4,Accepted,"13546494, 13546501"
887594,Hard Stop,Rule1,Accepted,13546505
887595,Hard Stop,Rule7,Accepted,13546512
887596,Hard Stop,Rule1,Accepted,13546517
887597,Hard Stop,Rule1,Accepted,13546525
887598,Hard Stop,Rule1,Accepted,13546529
887599,Hard Stop,Rule5,Accepted,13546540
887600,Hard Stop,Rule6,Accepted,13546548
887601,Hard Stop,Rule5,Accepted,13546549
887602,Hard Stop,Rule7,Accepted,13546550
887603,Hard Stop,Rule6,Accepted,13546557
887604,Hard Stop,Rule3,Accepted,13546570
887605,Hard Stop,Rule3,Accepted,13546573
887606,Hard Stop,Rule3,Accepted,13546574
887607,Hard Stop,Rule7,Accepted,13546587
887608,Hard Stop,Rule6,Accepted,13546590
887609,Hard Stop,Rule3,Accepted,13546604
887610,Hard Stop,Rule2,Accepted,13546612
887611,Hard Stop,Rule6,Accepted,13546613
887612,Hard Stop,Rule4,Accepted,13546621
887613,Hard Stop,Rule1,Accepted,13546622
887614,Hard Stop,Rule5,Accepted,13546629
887615,Hard Stop,Rule7,Accepted,13546633
887616,Hard Stop,Rule5,Accepted,13546642
887617,Hard Stop,Rule3,Accepted,13546648
887618,Hard Stop,Rule3,Accepted,13546653
887619,Hard Stop,Rule3,Accepted,13546688
887620,Hard Stop,Rule3,Accepted,13546695
887621,Hard Stop,Rule6,Accepted,13546697
887622,Hard Stop,Rule2,Accepted,13546703
887623,Hard Stop,Rule5,Accepted,13546713
887624,Hard Stop,Rule1,Accepted,13546718
887625,Hard Stop,Rule4,Accepted,13546721
887626,Hard Stop,Rule1,Accepted,13546736
887627,Hard Stop,Rule1,Accepted,13546739
887628,Hard Stop,Rule2,Accepted,13546765
887629,Hard Stop,Rule4,Accepted,13546767
887630,Hard Stop,Rule3,Accepted,13546773
887631,Hard Stop,Rule1,Accepted,13546786
887632,Hard Stop,Rule1,Accepted,13546796
887633,Hard Stop,Rule5,Accepted,13546797
887634,Hard Stop,Rule5,Accepted,13546803
887635,Hard Stop,Rule1,Accepted,13546819
887636,Hard Stop,Rule5,Accepted,13546824
887637,Hard Stop,Rule3,Accepted,13546829
887638,Hard Stop,Rule1,Accepted,13546832
887639,Hard Stop,Rule3,Accepted,13546833
887640,Hard Stop,Rule4,Accepted,13546841
887641,Hard Stop,Rule3,Accepted,13546861
887642,Hard Stop,Rule7,Accepted,13546883
887643,Hard Stop,Rule7,Accepted,13546884
887644,Hard Stop,Rule7,Accepted,13546885
887645,Hard Stop,Rule7,Accepted,13546895
887646,Hard Stop,Rule6,Accepted,13546897
887647,Hard Stop,Rule4,Accepted,13546905
887648,Hard Stop,Rule4,Accepted,13546909
887649,Hard Stop,Rule5,Accepted,13546918
887650,Hard Stop,Rule3,Accepted,13546923
887651,Hard Stop,Rule5,Accepted,13546936
887652,Hard Stop,Rule2,Accepted,13546940
887653,Hard Stop,Rule5,Accepted,13546941
887654,Hard Stop,Rule2,Accepted,13546945
887655,Hard Stop,Rule6,Accepted,13546947
887656,Hard Stop,Rule4,Accepted,13546955
887657,Hard Stop,Rule6,Accepted,13546962
887658,Hard Stop,Rule7,Accepted,13546968
887659,Hard Stop,Rule5,Accepted,13546969
887660,Hard Stop,Rule5,Accepted,13546976
887661,Hard Stop,Rule2,Accepted,13546977
887662,Hard Stop,Rule7,Accepted,13546985
887663,Hard Stop,Rule7,Accepted,13547001
887664,Hard Stop,Rule2,Accepted,13547023
887665,Hard Stop,Rule5,Accepted,13547028
887666,Hard Stop,Rule3,Accepted,13547035
887667,Hard Stop,Rule1,Accepted,13547038
887668,Hard Stop,Rule3,Accepted,13547051
887669,Hard Stop,Rule7,Accepted,13547058
887670,Hard Stop,Rule6,Accepted,13547061
887671,Hard Stop,Rule2,Accepted,13547065
887672,Hard Stop,Rule7,Accepted,13547069
887673,Hard Stop,Rule1,Accepted,13547071
887674,Hard Stop,Rule7,Accepted,13547074
887675,Hard Stop,Rule2,Accepted,13547085
887676,Hard Stop,Rule1,Accepted,13547088
887677,Hard Stop,Rule7,Accepted,13547100
887678,Hard Stop,Rule7,Accepted,13547103
887679,Hard Stop,Rule4,Accepted,13547105
887680,Hard Stop,Rule2,Accepted,13547111
887681,Hard Stop,Rule5,Accepted,13547112
887682,Hard Stop,Rule2,Accepted,13547122
887683,Hard Stop,Rule3,Accepted,13547130
887684,Hard Stop,Rule1,Accepted,13547133
887685,Hard Stop,Rule5,Accepted,13547134
887686,Hard Stop,Rule2,Accepted,13547138
887687,Hard Stop,Rule2,Accepted,13547139
887688,Hard Stop,Rule7,Accepted,13547141
887689,Hard Stop,Rule2,Accepted,13547147
887690,Hard Stop,Rule1,Accepted,13547150
887691,Hard Stop,Rule4,Accepted,13547152
887692,Hard Stop,Rule5,Accepted,13547153
887693,Hard Stop,Rule1,Accepted,13547177
887694,Hard Stop,Rule5,Accepted,13547182
887695,Hard Stop,Rule4,Accepted,13547184
887696,Hard Stop,Rule6,Accepted,13547185
887697,Hard Stop,Rule5,Accepted,13547190
887698,Hard Stop,Rule4,Accepted,13547195
887699,Hard Stop,Rule1,Accepted,13547209
887700,Hard Stop,Rule2,Accepted,13547224
887701,Hard Stop,Rule2,Accepted,13547233
887702,Hard Stop,Rule5,Accepted,13547263
887703,Hard Stop,Rule4,Accepted,13547275
887704,Hard Stop,Rule3,Accepted,13547279
887705,Hard Stop,Rule2,Accepted,13547281
887706,Hard Stop,Rule7,Accepted,13547300
887707,Hard Stop,Rule6,Accepted,13547315
887708,Hard Stop,Rule5,Accepted,13547332
887709,Hard Stop,Rule1,Accepted,13547348
887710,Hard Stop,Rule5,Accepted,13547351
887711,Hard Stop,Rule5,Accepted,13547352
887712,Hard Stop,Rule7,Accepted,13547368
887713,Hard Stop,Rule6,Accepted,13547373
887714,Hard Stop,Rule4,Accepted,13547379
887715,Hard Stop,Rule1,Accepted,13547382
887716,Hard Stop,Rule4,Accepted,13547391
887717,Hard Stop,Rule5,Accepted,13547393
887718,Hard Stop,Rule4,Accepted,13547408
887719,Hard Stop,Rule3,Accepted,13547416
887720,Hard Stop,Rule4,Accepted,13547423
887721,Hard Stop,Rule3,Accepted,13547442
887722,Hard Stop,Rule1,Accepted,13547458
887723,Hard Stop,Rule6,Accepted,13547459
887724,Hard Stop,Rule6,Accepted,13547463
887725,Hard Stop,Rule7,Accepted,13547464
887726,Hard Stop,Rule4,Accepted,13547465
887727,Hard Stop,Rule5,Accepted,13547474
887728,Hard Stop,Rule6,Accepted,13547478
887729,Hard Stop,Rule5,Accepted,13547485
887730,Hard Stop,Rule7,Accepted,13547491
887731,Hard Stop,Rule1,Accepted,13547492
887732,Hard Stop,Rule1,Accepted,13547495
887733,Hard Stop,Rule4,Accepted,13547499
887734,Hard Stop,Rule6,Accepted,13547501
887735,Hard Stop,Rule1,Accepted,13547514
887736,Hard Stop,Rule3,Accepted,13547517
887737,Hard Stop,Rule4,Accepted,13547519
887738,Hard Stop,Rule4,Accepted,13547522
887739,Hard Stop,Rule5,Accepted,13547528
887740,Hard Stop,Rule7,Accepted,13547536
887741,Hard Stop,Rule1,Accepted,13547538
887742,Hard Stop,Rule3,Accepted,13547539
887743,Hard Stop,Rule5,Accepted,13547540
887744,Hard Stop,Rule5,Accepted,13547547
887745,Hard Stop,Rule6,Accepted,13547558
887746,Hard Stop,Rule3,Accepted,13547559
887747,Hard Stop,Rule3,Accepted,13547563
887748,Hard Stop,Rule5,Accepted,13547571
887749,Hard Stop,Rule6,Accepted,13547576
887750,Hard Stop,Rule3,Accepted,13547580
887751,Hard Stop,Rule2,Accepted,13547581
887752,Hard Stop,Rule3,Accepted,13547582
887753,Hard Stop,Rule1,Accepted,13547585
887754,Hard Stop,Rule4,Accepted,13547598
887755,Hard Stop,Rule4,Accepted,13547602
887756,Hard Stop,Rule2,Accepted,13547614
887757,Hard Stop,Rule7,Accepted,13547625
887758,Hard Stop,Rule3,Accepted,13547627
887759,Hard Stop,Rule2,Accepted,13547635
887760,Hard Stop,Rule4,Accepted,13547641
887761,Hard Stop,Rule6,Accepted,13547643
887762,Hard Stop,Rule3,Accepted,13547651
887763,Hard Stop,Rule2,Accepted,13547654
887764,Hard Stop,Rule6,Accepted,13547667
887765,Hard Stop,Rule5,Accepted,13547669
887766,Hard Stop,Rule7,Accepted,13547679
887767,Hard Stop,Rule4,Accepted,13547681
887768,Hard Stop,Rule4,Accepted,13547688
887769,Hard Stop,Rule6,Accepted,13547689
887770,Hard Stop,Rule5,Accepted,13547690
887771,Hard Stop,Rule6,Accepted,13547691
887772,Hard Stop,Rule2,Accepted,13547693
887773,Hard Stop,Rule7,Accepted,13547694
887774,Hard Stop,Rule6,Accepted,13547703
887775,Hard Stop,Rule6,Accepted,13547705
887776,Hard Stop,Rule4,Accepted,13547707
887777,Hard Stop,Rule6,Accepted,13547718
887778,Hard Stop,Rule1,Accepted,13547724
887779,Hard Stop,Rule4,Accepted,13547732
887780,Hard Stop,Rule7,Accepted,13547733
887781,Hard Stop,Rule1,Accepted,13547736
887782,Hard Stop,Rule5,Accepted,13547740
887783,Hard Stop,Rule5,Accepted,13547751
887784,Hard Stop,Rule1,Accepted,13547759
887785,Hard Stop,Rule7,Accepted,13547768
887786,Hard Stop,Rule5,Accepted,13547769
887787,Hard Stop,Rule4,Accepted,13547777
887788,Hard Stop,Rule2,Accepted,13547793
887789,Hard Stop,Rule7,Accepted,13547794
887790,Hard Stop,Rule4,Accepted,13547810
887791,Hard Stop,Rule6,Accepted,13547812
887792,Hard Stop,Rule1,Accepted,13547822
887793,Hard Stop,Rule6,Accepted,13547833
887794,Hard Stop,Rule6,Accepted,13547841
887795,Hard Stop,Rule4,Accepted,13547857
887796,Hard Stop,Rule1,Accepted,13547858
887797,Hard Stop,Rule1,Accepted,13547864
887798,Hard Stop,Rule3,Accepted,13547878
887799,Hard Stop,Rule3,Accepted,13547880
887800,Hard Stop,Rule1,Accepted,13547889
887801,Hard Stop,Rule3,Accepted,13547893
887802,Hard Stop,Rule2,Accepted,13547897
887803,Hard Stop,Rule2,Accepted,13547898
887804,Hard Stop,Rule7,Accepted,13547905
887805,Hard Stop,Rule4,Accepted,13547912
887806,Hard Stop,Rule4,Accepted,13547921
887807,Hard Stop,Rule5,Accepted,13547922
887808,Hard Stop,Rule2,Accepted,13547925
887809,Hard Stop,Rule2,Accepted,13547932
887810,Hard Stop,Rule6,Accepted,13547933
887811,Hard Stop,Rule3,Accepted,13547937
887812,Hard Stop,Rule5,Accepted,13547952
887813,Hard Stop,Rule5,Accepted,13547954
887814,Hard Stop,Rule2,Accepted,13547956
887815,Hard Stop,Rule5,Accepted,13547965
887816,Hard Stop,Rule4,Accepted,13547969
887817,Hard Stop,Rule5,Accepted,13547972
887818,Hard Stop,Rule2,Accepted,13547977
887819,Hard Stop,Rule1,Accepted,13547978
887820,Hard Stop,Rule1,Accepted,13547988
887821,Hard Stop,Rule7,Accepted,13548007
887822,Hard Stop,Rule7,Accepted,13548010
887823,Hard Stop,Rule4,Accepted,13548016
887824,Hard Stop,Rule2,Accepted,13548024
887825,Hard Stop,Rule1,Accepted,13548028
887826,Hard Stop,Rule7,Accepted,13548035
887827,Hard Stop,Rule5,Accepted,13548039
887828,Hard Stop,Rule3,Accepted,13548043
887829,Hard Stop,Rule7,Accepted,13548046
887830,Hard Stop,Rule5,Accepted,13548054
887831,Hard Stop,Rule5,Accepted,13548059
887832,Hard Stop,Rule4,Accepted,13548063
887833,Hard Stop,Rule3,Accepted,13548070
887834,Hard Stop,Rule6,Accepted,13548076
887835,Hard Stop,Rule3,Accepted,13548081
887836,Hard Stop,Rule4,Accepted,13548082
887837,Hard Stop,Rule4,Accepted,13548085
887838,Hard Stop,Rule4,Accepted,13548087
887839,Hard Stop,Rule5,Accepted,13548097
887840,Hard Stop,Rule3,Accepted,13548098
887841,Hard Stop,Rule2,Accepted,13548102
887842,Hard Stop,Rule4,Accepted,13548107
887843,Hard Stop,Rule3,Accepted,13548119
887844,Hard Stop,Rule5,Accepted,13548121
887845,Hard Stop,Rule2,Accepted,13548122
887846,Hard Stop,Rule3,Accepted,13548130
887847,Hard Stop,Rule4,Accepted,13548141
887848,Hard Stop,Rule2,Accepted,13548143
887849,Hard Stop,Rule6,Accepted,13548144
887850,Hard Stop,Rule4,Accepted,13548148
887851,Hard Stop,Rule7,Accepted,"13548159, 13548160, 13548161, 13548165"
887852,Hard Stop,Rule1,Accepted,13548174
887853,Hard Stop,Rule4,Accepted,13548177
887854,Hard Stop,Rule4,Accepted,13548179
887855,Hard Stop,Rule5,Accepted,13548182
887856,Hard Stop,Rule2,Accepted,13548201
887857,Hard Stop,Rule6,Accepted,13548207
887858,Hard Stop,Rule4,Accepted,13548220
887859,Hard Stop,Rule6,Accepted,13548221
887860,Hard Stop,Rule2,Accepted,13548226
887861,Hard Stop,Rule3,Accepted,13548229
887862,Hard Stop,Rule1,Accepted,13548232
887863,Hard Stop,Rule4,Accepted,13548233
887864,Hard Stop,Rule3,Accepted,13548237
887865,Hard Stop,Rule4,Accepted,13548254
887866,Hard Stop,Rule2,Accepted,13548261
887867,Hard Stop,Rule3,Accepted,13548262
887868,Hard Stop,Rule3,Accepted,13548268
887869,Hard Stop,Rule1,Accepted,13548276
887870,Hard Stop,Rule3,Accepted,13548277
887871,Hard Stop,Rule4,Accepted,13548284
887872,Hard Stop,Rule5,Accepted,13548285
887873,Hard Stop,Rule6,Accepted,13548292
887874,Hard Stop,Rule2,Accepted,13548295
887875,Hard Stop,Rule1,Accepted,13548296
887876,Hard Stop,Rule1,Accepted,13548306
887877,Hard Stop,Rule7,Accepted,13548308
887878,Hard Stop,Rule1,Accepted,13548309
887879,Hard Stop,Rule7,Accepted,13548329
887880,Hard Stop,Rule2,Accepted,13548334
887881,Hard Stop,Rule6,Accepted,13548341
887882,Hard Stop,Rule7,Accepted,13548344
887883,Hard Stop,Rule1,Accepted,13548360
887884,Hard Stop,Rule7,Accepted,13548363
887885,Hard Stop,Rule7,Accepted,13548368
887886,Hard Stop,Rule3,Accepted,13548370
887887,Hard Stop,Rule3,Accepted,13548391
887888,Hard Stop,Rule4,Accepted,13548392
887889,Hard Stop,Rule4,Accepted,13548393
887890,Hard Stop,Rule2,Accepted,13548403
887891,Hard Stop,Rule1,Accepted,13548406
887892,Hard Stop,Rule3,Accepted,13548418
887893,Hard Stop,Rule6,Accepted,13548423
887894,Hard Stop,Rule2,Accepted,13548424
887895,Hard Stop,Rule3,Accepted,13548425
887896,Hard Stop,Rule6,Accepted,13548426
887897,Hard Stop,Rule3,Accepted,13548430
887898,Hard Stop,Rule4,Accepted,13548432
887899,Hard Stop,Rule6,Accepted,13548436
887900,Hard Stop,Rule2,Accepted,13548452
887901,Hard Stop,Rule7,Accepted,13548455
887902,Hard Stop,Rule5,Accepted,13548459
887903,Hard Stop,Rule1,Accepted,13548462
887904,Hard Stop,Rule2,Accepted,13548470
887905,Hard Stop,Rule4,Accepted,13548475
887906,Hard Stop,Rule2,Accepted,13548480
887907,Hard Stop,Rule4,Accepted,13548484
887908,Hard Stop,Rule5,Accepted,13548485
887909,Hard Stop,Rule2,Accepted,13548488
887910,Hard Stop,Rule1,Accepted,13548499
887911,Hard Stop,Rule3,Accepted,13548505
887912,Hard Stop,Rule6,Accepted,13548508
887913,Hard Stop,Rule3,Accepted,13548512
887914,Hard Stop,Rule3,Accepted,13548513
887915,Hard Stop,Rule2,Accepted,13548524
887916,Hard Stop,Rule5,Accepted,13548525
887917,Hard Stop,Rule2,Accepted,13548542
887918,Hard Stop,Rule2,Accepted,13548543
887919,Hard Stop,Rule3,Accepted,13548550
887920,Hard Stop,Rule5,Accepted,13548551
887921,Hard Stop,Rule6,Accepted,13548553
887922,Hard Stop,Rule4,Accepted,13548557
887923,Hard Stop,Rule3,Accepted,13548567
887924,Hard Stop,Rule6,Accepted,13548573
887925,Hard Stop,Rule7,Accepted,13548581
887926,Hard Stop,Rule5,Accepted,13548583
887927,Hard Stop,Rule4,Accepted,13548593
887928,Hard Stop,Rule4,Accepted,13548597
887929,Hard Stop,Rule3,Accepted,13548604
887930,Hard Stop,Rule4,Accepted,13548607
887931,Hard Stop,Rule7,Accepted,13548609
887932,Hard Stop,Rule2,Accepted,13548613
887933,Hard Stop,Rule7,Accepted,13548618
887934,Hard Stop,Rule5,Accepted,13548620
887935,Hard Stop,Rule6,Accepted,13548621
887936,Hard Stop,Rule5,Accepted,13548625
887937,Hard Stop,Rule6,Accepted,13548632
887938,Hard Stop,Rule4,Accepted,13548635
887939,Hard Stop,Rule3,Accepted,13548636
887940,Hard Stop,Rule2,Accepted,13548637
887941,Hard Stop,Rule6,Accepted,13548638
887942,Hard Stop,Rule3,Accepted,13548641
887943,Hard Stop,Rule3,Accepted,13548644
887944,Hard Stop,Rule2,Accepted,13548651
887945,Hard Stop,Rule3,Accepted,13548656
887946,Hard Stop,Rule3,Accepted,13548663
887947,Hard Stop,Rule4,Accepted,13548676
887948,Hard Stop,Rule3,Accepted,13548678
887949,Hard Stop,Rule6,Accepted,13548683
887950,Hard Stop,Rule5,Accepted,13548685
887951,Hard Stop,Rule1,Accepted,13548700
887952,Hard Stop,Rule5,Accepted,13548704
887953,Hard Stop,Rule2,Accepted,13548713
887954,Hard Stop,Rule2,Accepted,13548724
887955,Hard Stop,Rule7,Accepted,13548725
887956,Hard Stop,Rule6,Accepted,13548729
887957,Hard Stop,Rule4,Accepted,13548732
887958,Hard Stop,Rule7,Accepted,13548733
887959,Hard Stop,Rule6,Accepted,13548734
887960,Hard Stop,Rule5,Accepted,13548745
887961,Hard Stop,Rule2,Accepted,13548748
887962,Hard Stop,Rule7,Accepted,13548753
887963,Hard Stop,Rule2,Accepted,13548756
887964,Hard Stop,Rule3,Accepted,13548757
887965,Hard Stop,Rule6,Accepted,13548792
887966,Hard Stop,Rule7,Accepted,13548801
887967,Hard Stop,Rule4,Accepted,13548802
887968,Hard Stop,Rule4,Accepted,13548809
887969,Hard Stop,Rule2,Accepted,13548815
887970,Hard Stop,Rule3,Accepted,13548830
887971,Hard Stop,Rule7,Accepted,13548841
887972,Hard Stop,Rule4,Accepted,13548844
887973,Hard Stop,Rule4,Accepted,13548850
887974,Hard Stop,Rule1,Accepted,13548854
887975,Hard Stop,Rule7,Accepted,13548856
887976,Hard Stop,Rule6,Accepted,13548863
887977,Hard Stop,Rule1,Accepted,13548872
887978,Hard Stop,Rule6,Accepted,13548876
887979,Hard Stop,Rule7,Accepted,13548880
887980,Hard Stop,Rule7,Accepted,13548897
887981,Hard Stop,Rule2,Accepted,13548916
887982,Hard Stop,Rule6,Accepted,13548918
887983,Hard Stop,Rule1,Accepted,13548920
887984,Hard Stop,Rule3,Accepted,13548921
887985,Hard Stop,Rule2,Accepted,13548922
887986,Hard Stop,Rule6,Accepted,13548934
887987,Hard Stop,Rule3,Accepted,13548941
887988,Hard Stop,Rule4,Accepted,13548947
887989,Hard Stop,Rule7,Accepted,13548948
887990,Hard Stop,Rule5,Accepted,13548958
887991,Hard Stop,Rule4,Accepted,13548959
887992,Hard Stop,Rule4,Accepted,13548977
887993,Hard Stop,Rule6,Accepted,13548980
887994,Hard Stop,Rule4,Accepted,13548988
887995,Hard Stop,Rule5,Accepted,13549002
887996,Hard Stop,Rule6,Accepted,13549013
887997,Hard Stop,Rule2,Accepted,13549018
887998,Hard Stop,Rule5,Accepted,13549032
887999,Hard Stop,Rule5,Accepted,13549034
888000,Hard Stop,Rule3,Accepted,13549036
888001,Hard Stop,Rule3,Accepted,13549041
888002,Hard Stop,Rule1,Accepted,13549045
888003,Hard Stop,Rule3,Accepted,13549048
888004,Hard Stop,Rule4,Accepted,13549051
888005,Hard Stop,Rule1,Accepted,13549054
888006,Hard Stop,Rule7,Accepted,13549069
888007,Hard Stop,Rule6,Accepted,13549073
888008,Hard Stop,Rule4,Accepted,13549082
888009,Hard Stop,Rule7,Accepted,13549100
888010,Hard Stop,Rule1,Accepted,13549104
888011,Hard Stop,Rule4,Accepted,13549119
888012,Hard Stop,Rule7,Accepted,13549130
888013,Hard Stop,Rule6,Accepted,13549138
888014,Hard Stop,Rule3,Accepted,13549162
888015,Hard Stop,Rule6,Accepted,13549165
