Transaction_id,customer_id,Payment direction,Payment Status,Payment Type,payment system,Product,Payment Amount,Payment Currency,Transaction_date,CounterpartBIC
13549652,1161,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,24.58,EUR,2025-01-05,HGKHEEXX
13549653,1128,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.85,EUR,2025-02-12,FJKULVXX
13549654,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,12.9,EUR,2025-01-02,FJKULVXX
13549655,1166,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.93,EUR,2025-01-19,JKGJUKXX
13549656,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,13.83,EUR,2025-01-19,HKKJLTXX
13549657,1144,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.75,EUR,2025-02-15,CIUVLVXX
13549658,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,16.91,EUR,2025-01-31,UWEIDEXX
13549659,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.36,EUR,2025-02-06,JKGJLTXX
13549660,1160,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6,EUR,2025-02-19,HKKJDEXX
13549661,1162,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.78,EUR,2025-01-11,UWEIDEXX
13549662,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,144.66,EUR,2025-01-03,HGKHLVXX
13549663,1133,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.1,EUR,2025-02-23,FJKULVXX
13549664,1125,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.09,EUR,2025-02-16,FJKULVXX
13549665,1139,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.39,EUR,2025-01-12,GLKLLVXX
13549666,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.86,EUR,2025-01-31,FJKULVXX
13549667,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.24,EUR,2025-01-27,UWEILVXX
13549668,1167,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.98,EUR,2025-02-08,LKJFLVXX
13549669,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.65,EUR,2025-01-20,HJGFLVXX
13549670,1129,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5,EUR,2025-01-02,HJGFDEXX
13549671,1161,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.86,EUR,2025-01-19,FJDCLVXX
13549672,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,14.16,EUR,2025-02-17,FJKULVXX
13549673,1136,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.03,EUR,2025-01-31,UWEILVXX
13549674,1120,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.97,EUR,2025-02-03,FJDCLTXX
13549675,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.25,EUR,2025-02-17,LKJFEEXX
13549676,1143,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.88,EUR,2025-02-07,JKGJLVXX
13549677,1125,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.86,EUR,2025-01-30,FJDCLVXX
13549678,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.25,EUR,2025-01-04,HKKJLVXX
13549679,1166,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.91,EUR,2025-02-14,CIUVLVXX
13549680,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.26,EUR,2025-02-20,LKJFLVXX
13549681,1157,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,14.55,EUR,2025-02-19,JKGJLTXX
13549682,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.86,EUR,2025-02-01,JKGJUKXX
13549683,1122,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,17.74,EUR,2025-02-07,CIUVLVXX
13549684,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.56,EUR,2025-02-11,LKJFLVXX
13549685,1153,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.74,EUR,2025-01-17,CIUVLVXX
13549686,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9,EUR,2025-01-06,FJKULVXX
13549687,1131,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.79,EUR,2025-01-16,FJDCLVXX
13549688,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.84,EUR,2025-01-25,HKKJLTXX
13549689,1120,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,17.58,EUR,2025-01-09,UWEILVXX
13549690,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,14.57,EUR,2025-01-09,HKKJLVXX
13549691,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.02,EUR,2025-01-06,FJKULVXX
13549692,1146,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.26,EUR,2025-01-08,JKGJUKXX
13549693,1119,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.28,EUR,2025-01-30,HKKJEEXX
13549694,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,12.31,EUR,2025-01-18,HKKJCYXX
13549695,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.82,EUR,2025-02-12,HKKJEEXX
13549696,1144,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.23,EUR,2025-02-07,JKGJLVXX
13549697,1135,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.46,EUR,2025-01-05,HGKHLTXX
13549698,1121,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.01,EUR,2025-02-11,UWEILVXX
13549699,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.14,EUR,2025-01-06,GLKLLVXX
13549700,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,11.86,EUR,2025-02-15,HJGFCYXX
13549701,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.15,EUR,2025-01-09,HJGFLTXX
13549702,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.96,EUR,2025-01-16,HGKHLTXX
13549703,1161,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,11.36,EUR,2025-01-04,UWEILTXX
13549704,1149,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.77,EUR,2025-01-09,GLKLCYXX
13549705,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,13.95,EUR,2025-02-08,HGKHLVXX
13549706,1120,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.84,EUR,2025-02-26,JKGJLVXX
13549707,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.33,EUR,2025-02-19,GLKLLVXX
13549708,1131,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.98,EUR,2025-02-24,FJKULVXX
13549709,1121,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.72,EUR,2025-02-07,HKKJDEXX
13549710,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.05,EUR,2025-02-13,HJGFLVXX
13549711,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.69,EUR,2025-01-16,UWEILVXX
13549712,1139,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.1,EUR,2025-02-28,GLKLLVXX
13549713,1120,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.69,EUR,2025-01-12,HJGFUKXX
13549714,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.05,EUR,2025-02-26,UWEILVXX
13549715,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.12,EUR,2025-02-27,FJKUCYXX
13549716,1146,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.28,EUR,2025-02-10,CIUVLVXX
13549717,1129,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.23,EUR,2025-01-13,UWEIDEXX
13549718,1144,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,15.96,EUR,2025-01-29,FJDCUKXX
13549719,1150,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,15.11,EUR,2025-01-20,FJDCLTXX
13549720,1167,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,149.45,EUR,2025-02-06,CIUVLVXX
13549721,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.03,EUR,2025-02-19,FJKULTXX
13549722,1146,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.13,EUR,2025-01-30,CIUVLTXX
13549723,1165,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.14,EUR,2025-01-05,LKJFLVXX
13549724,1119,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.24,EUR,2025-01-08,HGKHLTXX
13549725,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.25,EUR,2025-01-25,HJGFLVXX
13549726,1167,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.88,EUR,2025-01-12,HKKJLVXX
13549727,1140,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.45,EUR,2025-02-10,HJGFLVXX
13549728,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,13.64,EUR,2025-01-07,GLKLLTXX
13549729,1150,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.84,EUR,2025-02-18,CIUVEEXX
13549730,1122,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.23,EUR,2025-01-11,HGKHUKXX
13549731,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.93,EUR,2025-01-06,LKJFLTXX
13549732,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.36,EUR,2025-01-15,CIUVLVXX
13549733,1136,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.28,EUR,2025-02-01,FJDCLVXX
13549734,1166,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,12.34,EUR,2025-02-22,JKGJUKXX
13549735,1133,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.96,EUR,2025-02-01,LKJFEEXX
13549736,1160,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.5,EUR,2025-02-24,HJGFLVXX
13549737,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,11.17,EUR,2025-01-11,LKJFLVXX
13549738,1150,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,18.03,EUR,2025-02-05,JKGJDEXX
13549739,1142,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.25,EUR,2025-01-14,LKJFDEXX
13549740,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,15.97,EUR,2025-01-19,UWEILTXX
13549741,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.65,EUR,2025-02-11,LKJFLVXX
13549742,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.58,EUR,2025-02-16,UWEIDEXX
13549743,1130,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,2.46,EUR,2025-01-08,FJKULVXX
13549744,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.43,EUR,2025-02-18,HGKHLVXX
13549745,1135,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.95,EUR,2025-01-12,UWEIDEXX
13549746,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,49.71,EUR,2025-02-12,LKJFLVXX
13549747,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,2.17,EUR,2025-01-31,LKJFLVXX
13549748,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,12.19,EUR,2025-02-26,UWEILVXX
13549749,1130,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.71,EUR,2025-01-06,FJKULVXX
13549750,1143,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,15.85,EUR,2025-01-09,LKJFLVXX
13549751,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.15,EUR,2025-01-23,LKJFLTXX
13549752,1162,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.77,EUR,2025-02-23,LKJFLVXX
13549753,1142,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.08,EUR,2025-02-21,CIUVLVXX
13549754,1150,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.05,EUR,2025-01-19,LKJFLVXX
13549755,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.58,EUR,2025-01-17,HKKJLTXX
13549756,1162,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.64,EUR,2025-01-26,CIUVLVXX
13549757,1139,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.14,EUR,2025-01-15,GLKLUKXX
13549758,1167,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,2.48,EUR,2025-02-10,GLKLCYXX
13549759,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.1,EUR,2025-02-10,FJDCLVXX
13549760,1161,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,141.87,EUR,2025-01-14,CIUVLVXX
13549761,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,2.46,EUR,2025-01-19,GLKLLTXX
13549762,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.5,EUR,2025-02-08,JKGJLTXX
13549763,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.15,EUR,2025-01-04,UWEILVXX
13549764,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.53,EUR,2025-01-15,JKGJLVXX
13549765,1157,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.85,EUR,2025-01-24,UWEILTXX
13549766,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,21.77,EUR,2025-02-14,CIUVLVXX
13549767,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8,EUR,2025-01-31,GLKLLVXX
13549768,1122,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.17,EUR,2025-01-06,CIUVLTXX
13549769,1146,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4,EUR,2025-02-17,FJDCUKXX
13549770,1122,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.46,EUR,2025-02-26,GLKLLVXX
13549771,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.57,EUR,2025-02-19,UWEIDEXX
13549772,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,14.01,EUR,2025-01-21,CIUVLVXX
13549773,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.56,EUR,2025-02-06,LKJFEEXX
13549774,1131,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,23.53,EUR,2025-02-13,LKJFEEXX
13549775,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.58,EUR,2025-01-20,GLKLLVXX
13549776,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.86,EUR,2025-02-02,CIUVLTXX
13549777,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.48,EUR,2025-02-07,UWEILVXX
13549778,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.72,EUR,2025-02-23,HKKJDEXX
13549779,1122,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,19.54,EUR,2025-02-14,UWEILVXX
13549780,1154,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.46,EUR,2025-01-11,JKGJLTXX
13549781,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.42,EUR,2025-01-06,HJGFLVXX
13549782,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,2.35,EUR,2025-01-15,CIUVLVXX
13549783,1126,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,6.81,EUR,2025-01-24,JKGJLVXX
13549784,1136,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,5.24,EUR,2025-01-09,CIUVLVXX
13549785,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,13.79,EUR,2025-02-03,FJKUDEXX
13549786,1136,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.57,EUR,2025-02-18,UWEIDEXX
13549787,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,4.76,EUR,2025-02-09,FJDCLVXX
13549788,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,11.37,EUR,2025-02-25,GLKLCYXX
13549789,1125,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.53,EUR,2025-01-06,FJDCUKXX
13549790,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.79,EUR,2025-01-23,HGKHLVXX
13549791,1127,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.13,EUR,2025-01-22,HKKJLTXX
13549792,1143,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,11.67,EUR,2025-02-10,HKKJLTXX
13549793,1125,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.01,EUR,2025-01-20,FJKULVXX
13549794,1162,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.86,EUR,2025-01-27,HGKHEEXX
13549795,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.01,EUR,2025-02-03,HJGFLVXX
13549796,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,3.86,EUR,2025-01-27,GLKLLVXX
13549797,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.88,EUR,2025-01-03,LKJFLVXX
13549798,1149,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,12.29,EUR,2025-02-15,FJKULVXX
13549799,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,7.85,EUR,2025-01-25,HJGFDEXX
13549800,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.92,EUR,2025-01-23,HJGFLVXX
13549801,1120,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,11.12,EUR,2025-01-19,JKGJEEXX
13549802,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,10.2,EUR,2025-02-12,HKKJLVXX
13549803,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,9.37,EUR,2025-02-13,LKJFLTXX
13549804,1140,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,INTERNAL_PAYMENT_SYSTEM,Internal Trx,8.17,EUR,2025-02-11,LKJFEEXX
